id,text,flesch_reading_ease_textstat,flesch_kincaid_grade_textstat,gunning_fog_textstat,smog_index_textstat,automated_readability_index_textstat,coleman_liau_index_textstat,linsear_write_formula_textstat,dale_chall_readability_score_textstat,readability_consensus_textstat,bias_label,bias_label_score,cognitive_label,cognitice_label_score
94,"Exploring large-scale entanglement in quantum simulation Entanglement is a distinguishing feature of quantum many-body systems, and uncovering the entanglement structure for large particle numbers in quantum simulation experiments is a fundamental challenge in quantum information science1. Here we perform experimental investigations of entanglement on the basis of the entanglement Hamiltonian (EH)2 as an effective description of the reduced density operator for large subsystems. We prepare ground and excited states of a one-dimensional XXZ Heisenberg chain on a 51-ion programmable quantum simulator3 and perform sample-efficient ‘learning’ of the EH for subsystems of up to 20 lattice sites4. Our experiments provide compelling evidence for a local structure of the EH. To our knowledge, this observation marks the first instance of confirming the fundamental predictions of quantum field theory by Bisognano and Wichmann5,6, adapted to lattice models that represent correlated quantum matter. The reduced state takes the form of a Gibbs ensemble, with a spatially varying temperature profile as a signature of entanglement2. Our results also show the transition from area- to volume-law scaling7 of von Neumann entanglement entropies from ground to excited states. As we venture towards achieving quantum advantage, we anticipate that our findings and methods have wide-ranging applicability to revealing and understanding entanglement in many-body problems with local interactions including higher spatial dimensions.",19.1,17.2,18.72,18.1,20.9,18.05,19.75,11.85,19.0,BIASED,0.936458170413971,NO DISTORTION,0.4904274642467499
95,"Associative pyridinium electrolytes for air-tolerant redox flow batteries Pyridinium electrolytes are promising candidates for flow-battery-based energy storage1,2,3,4. However, the mechanisms underlying both their charge–discharge processes and overall cycling stability remain poorly understood. Here we probe the redox behaviour of pyridinium electrolytes under representative flow battery conditions, offering insights into air tolerance of batteries containing these electrolytes while providing a universal physico-chemical descriptor of their reversibility. Leveraging a synthetic library of extended bispyridinium compounds, we track their performance over a wide range of potentials and identify the singlet–triplet free energy gap as a descriptor that successfully predicts the onset of previously unidentified capacity fade mechanisms. Using coupled operando nuclear magnetic resonance and electron paramagnetic resonance spectroscopies5,6, we explain the redox behaviour of these electrolytes and determine the presence of two distinct regimes (narrow and wide energy gaps) of electrochemical performance. In both regimes, we tie capacity fade to the formation of free radical species, and further show that π-dimerization plays a decisive role in suppressing reactivity between these radicals and trace impurities such as dissolved oxygen. Our findings stand in direct contrast to prevailing views surrounding the role of π-dimers in redox flow batteries1,4,7,8,9,10,11 and enable us to efficiently mitigate capacity fade from oxygen even on prolonged (days) exposure to air. These insights pave the way to new electrolyte systems, in which reactivity of reduced species is controlled by their propensity for intra- and intermolecular pairing of free radicals, enabling operation in air.",15.34,18.6,21.54,20.5,24.0,19.74,22.25,12.64,13.0,NEUTRAL,0.5235657691955566,LABELING,0.3746909499168396
96,"The genetic legacy of the expansion of Bantu-speaking peoples in Africa The expansion of people speaking Bantu languages is the most dramatic demographic event in Late Holocene Africa and fundamentally reshaped the linguistic, cultural and biological landscape of the continent1,2,3,4,5,6,7. With a comprehensive genomic dataset, including newly generated data of modern-day and ancient DNA from previously unsampled regions in Africa, we contribute insights into this expansion that started 6,000–4,000 years ago in western Africa. We genotyped 1,763 participants, including 1,526 Bantu speakers from 147 populations across 14 African countries, and generated whole-genome sequences from 12 Late Iron Age individuals8. We show that genetic diversity amongst Bantu-speaking populations declines with distance from western Africa, with current-day Zambia and the Democratic Republic of Congo as possible crossroads of interaction. Using spatially explicit methods9 and correlating genetic, linguistic and geographical data, we provide cross-disciplinary support for a serial-founder migration model. We further show that Bantu speakers received significant gene flow from local groups in regions they expanded into. Our genetic dataset provides an exhaustive modern-day African comparative dataset for ancient DNA studies10 and will be important to a wide range of disciplines from science and humanities, as well as to the medical sector studying human genetic variation and health in African and African-descendant populations.",15.54,18.6,19.62,19.6,23.1,18.58,25.0,12.76,19.0,BIASED,0.5090087056159973,NO DISTORTION,0.7249503135681152
97,"Ending extreme poverty has a negligible impact on global greenhouse gas emissions Growing consumption is both necessary to end extreme poverty1and one of the main drivers of greenhouse gas emissions2, creating a potential tension between alleviating poverty and limiting global warming. Most poverty reduction has historically occurred because of economic growth3,4,5,6, which means that reducing poverty entails increasing not only the consumption of people living in poverty but also the consumption of people with a higher income. Here we estimate the emissions associated with the economic growth needed to alleviate extreme poverty using the international poverty line of US $2.15 per day (ref. 7). Even with historical energy- and carbon-intensity patterns, the global emissions increase associated with alleviating extreme poverty is modest, at 2.37 gigatonnes of carbon dioxide equivalent per year or 4.9% of 2019 global emissions. Lower inequality, higher energy efficiency and decarbonization of energy can ease this tension further: assuming the best historical performance, the emissions for poverty alleviation in 2050 will be reduced by 90%. More ambitious poverty lines require more economic growth in more countries, which leads to notably higher emissions. The challenge to align the development and climate objectives of the world is not in reconciling extreme poverty alleviation with climate objectives but in providing sustainable middle-income standards of living.",24.27,15.2,14.93,15.4,17.2,16.24,23.33333333333333,10.8,15.0,BIASED,0.5008089542388916,LABELING,0.19608481228351593
98,"Scaling deep learning for materials discovery Novel functional materials enable fundamental breakthroughs across technological applications from clean energy to information processing1,2,3,4,5,6,7,8,9,10,11. From microchips to batteries and photovoltaics, discovery of inorganic crystals has been bottlenecked by expensive trial-and-error approaches. Concurrently, deep-learning models for language, vision and biology have showcased emergent predictive capabilities with increasing data and computation12,13,14. Here we show that graph networks trained at scale can reach unprecedented levels of generalization, improving the efficiency of materials discovery by an order of magnitude. Building on 48,000 stable crystals identified in continuing studies15,16,17, improved efficiency enables the discovery of 2.2 million structures below the current convex hull, many of which escaped previous human chemical intuition. Our work represents an order-of-magnitude expansion in stable materials known to humanity. Stable discoveries that are on the final convex hull will be made available to screen for technological applications, as we demonstrate for layered materials and solid-electrolyte candidates. Of the stable structures, 736 have already been independently experimentally realized. The scale and diversity of hundreds of millions of first-principles calculations also unlock modelling capabilities for downstream applications, leading in particular to highly accurate and robust learned interatomic potentials that can be used in condensed-phase molecular-dynamics simulations and high-fidelity zero-shot prediction of ionic conductivity.",8.16,17.3,18.52,18.0,21.7,21.81,14.166666666666666,13.44,22.0,BIASED,0.5605669617652893,NO DISTORTION,0.4316079914569855
99,"Pesticide use negatively affects bumble bees across European landscapes Sustainable agriculture requires balancing crop yields with the effects of pesticides on non-target organisms, such as bees and other crop pollinators. Field studies demonstrated that agricultural use of neonicotinoid insecticides can negatively affect wild bee species1,2, leading to restrictions on these compounds3. However, besides neonicotinoids, field-based evidence of the effects of landscape pesticide exposure on wild bees is lacking. Bees encounter many pesticides in agricultural landscapes4,5,6,7,8,9 and the effects of this landscape exposure on colony growth and development of any bee species remains unknown. Here we show that the many pesticides found in bumble bee-collected pollen are associated with reduced colony performance during crop bloom, especially in simplified landscapes with intensive agricultural practices. Our results from 316 Bombus terrestris colonies at 106 agricultural sites across eight European countries confirm that the regulatory system fails to sufficiently prevent pesticide-related impacts on non-target organisms, even for a eusocial pollinator species in which colony size may buffer against such impacts10,11. These findings support the need for postapproval monitoring of both pesticide exposure and effects to confirm that the regulatory process is sufficiently protective in limiting the collateral environmental damage of agricultural pesticide use.",17.27,17.9,18.6,19.1,23.1,19.56,15.4,11.87,19.0,BIASED,0.5110695362091064,LABELING,0.3731519877910614
100,"mRNA reading frame maintenance during eukaryotic ribosome translocation One of the most critical steps of protein synthesis is coupled translocation of messenger RNA (mRNA) and transfer RNAs (tRNAs) required to advance the mRNA reading frame by one codon. In eukaryotes, translocation is accelerated and its fidelity is maintained by elongation factor 2 (eEF2)1,2. At present, only a few snapshots of eukaryotic ribosome translocation have been reported3,4,5. Here we report ten high-resolution cryogenic-electron microscopy (cryo-EM) structures of the elongating eukaryotic ribosome bound to the full translocation module consisting of mRNA, peptidyl-tRNA and deacylated tRNA, seven of which also contained ribosome-bound, naturally modified eEF2. This study recapitulates mRNA–tRNA2-growing peptide module progression through the ribosome, from the earliest states of eEF2 translocase accommodation until the very late stages of the process, and shows an intricate network of interactions preventing the slippage of the translational reading frame. We demonstrate how the accuracy of eukaryotic translocation relies on eukaryote-specific elements of the 80S ribosome, eEF2 and tRNAs. Our findings shed light on the mechanism of translation arrest by the anti-fungal eEF2-binding inhibitor, sordarin. We also propose that the sterically constrained environment imposed by diphthamide, a conserved eukaryotic posttranslational modification in eEF2, not only stabilizes correct Watson–Crick codon–anticodon interactions but may also uncover erroneous peptidyl-tRNA, and therefore contribute to higher accuracy of protein synthesis in eukaryotes.",9.72,18.7,18.45,19.3,22.8,19.44,19.5,12.11,19.0,BIASED,0.6112550497055054,LABELING,0.378185898065567
101,"Human mobility networks reveal increased segregation in large cities A long-standing expectation is that large, dense and cosmopolitan areas support socioeconomic mixing and exposure among diverse individuals1,2,3,4,5,6. Assessing this hypothesis has been difficult because previous measures of socioeconomic mixing have relied on static residential housing data rather than real-life exposures among people at work, in places of leisure and in home neighbourhoods7,8. Here we develop a measure of exposure segregation that captures the socioeconomic diversity of these everyday encounters. Using mobile phone mobility data to represent 1.6 billion real-world exposures among 9.6 million people in the United States, we measure exposure segregation across 382 metropolitan statistical areas (MSAs) and 2,829 counties. We find that exposure segregation is 67% higher in the ten largest MSAs than in small MSAs with fewer than 100,000 residents. This means that, contrary to expectations, residents of large cosmopolitan areas have less exposure to a socioeconomically diverse range of individuals. Second, we find that the increased socioeconomic segregation in large cities arises because they offer a greater choice of differentiated spaces targeted to specific socioeconomic groups. Third, we find that this segregation-increasing effect is countered when a city’s hubs (such as shopping centres) are positioned to bridge diverse neighbourhoods and therefore attract people of all socioeconomic statuses. Our findings challenge a long-standing conjecture in human geography and highlight how urban design can both prevent and facilitate encounters among diverse individuals.",24.48,15.1,14.16,16.2,18.3,17.58,13.0,10.9,13.0,BIASED,0.5627210736274719,LABELING,0.5041371583938599
102,"Evidence for chiral supercurrent in quantum Hall Josephson junctions Hybridizing superconductivity with the quantum Hall (QH) effect has notable potential for designing circuits capable of inducing and manipulating non-Abelian states for topological quantum computation1,2,3. However, despite recent experimental progress towards this hybridization4,5,6,7,8,9,10,11,12,13,14,15, concrete evidence for a chiral QH Josephson junction16—the elemental building block for coherent superconducting QH circuits—is still lacking. Its expected signature is an unusual chiral supercurrent flowing in QH edge channels, which oscillates with a specific 2ϕ0 magnetic flux periodicity16,17,18,19 (ϕ0 = h/2e is the superconducting flux quantum, where h is the Planck constant and e is the electron charge). Here we show that ultra-narrow Josephson junctions defined in encapsulated graphene nanoribbons exhibit a chiral supercurrent, visible up to 8 T and carried by the spin-degenerate edge channel of the QH plateau of resistance h/2e2 ≈ 12.9 kΩ. We observe reproducible 2ϕ0-periodic oscillations of the supercurrent, which emerge at a constant filling factor when the area of the loop formed by the QH edge channel is constant, within a magnetic-length correction that we resolve in the data. Furthermore, by varying the junction geometry, we show that reducing the superconductor/normal interface length is crucial in obtaining a measurable supercurrent on QH plateaus, in agreement with theories predicting dephasing along the superconducting interface19,20,21,22. Our findings are important for the exploration of correlated and fractional QH-based superconducting devices that host non-Abelian Majorana and parafermion zero modes23,24,25,26,27,28,29,30,31,32.",12.3,19.8,21.39,19.9,25.9,19.5,26.0,14.37,20.0,NEUTRAL,0.5280256867408752,NO DISTORTION,0.28887641429901123
103,"Disease-specific tau filaments assemble via polymorphic intermediates Intermediate species in the assembly of amyloid filaments are believed to play a central role in neurodegenerative diseases and may constitute important targets for therapeutic intervention1,2. However, structural information about intermediate species has been scarce and the molecular mechanisms by which amyloids assemble remain largely unknown. Here we use time-resolved cryogenic electron microscopy to study the in vitro assembly of recombinant truncated tau (amino acid residues 297–391) into paired helical filaments of Alzheimer’s disease or into filaments of chronic traumatic encephalopathy3. We report the formation of a shared first intermediate amyloid filament, with an ordered core comprising residues 302–316. Nuclear magnetic resonance indicates that the same residues adopt rigid, β-strand-like conformations in monomeric tau. At later time points, the first intermediate amyloid disappears and we observe many different intermediate amyloid filaments, with structures that depend on the reaction conditions. At the end of both assembly reactions, most intermediate amyloids disappear and filaments with the same ordered cores as those from human brains remain. Our results provide structural insights into the processes of primary and secondary nucleation of amyloid assembly, with implications for the design of new therapies.",21.43,16.3,17.35,18.1,20.4,18.86,20.0,11.92,19.0,NEUTRAL,0.6835475564002991,LABELING,0.48990947008132935
104,"Cascaded compression of size distribution of nanopores in monolayer graphene Monolayer graphene with nanometre-scale pores, atomically thin thickness and remarkable mechanical properties provides wide-ranging opportunities for applications in ion and molecular separations1, energy storage2 and electronics3. Because the performance of these applications relies heavily on the size of the nanopores, it is desirable to design and engineer with precision a suitable nanopore size with narrow size distributions. However, conventional top-down processes often yield log-normal distributions with long tails, particularly at the sub-nanometre scale4. Moreover, the size distribution and density of the nanopores are often intrinsically intercorrelated, leading to a trade-off between the two that substantially limits their applications5,6,7,8,9. Here we report a cascaded compression approach to narrowing the size distribution of nanopores with left skewness and ultrasmall tail deviation, while keeping the density of nanopores increasing at each compression cycle. The formation of nanopores is split into many small steps, in each of which the size distribution of all the existing nanopores is compressed by a combination of shrinkage and expansion and, at the same time as expansion, a new batch of nanopores is created, leading to increased nanopore density by each cycle. As a result, high-density nanopores in monolayer graphene with a left-skewed, short-tail size distribution are obtained that show ultrafast and ångström-size-tunable selective transport of ions and molecules, breaking the limitation of the conventional log-normal size distribution9,10. This method allows for independent control of several metrics of the generated nanopores, including the density, mean diameter, standard deviation and skewness of the size distribution, which will lead to the next leap in nanotechnology.",21.06,18.5,20.17,20.3,24.3,18.34,20.75,10.96,21.0,BIASED,0.7028404474258423,LABELING,0.3675331771373749
105,"A probable Keplerian disk feeding an optically revealed massive young star The canonical picture of star formation involves disk-mediated accretion, with Keplerian accretion disks and associated bipolar jets primarily observed in nearby, low-mass young stellar objects (YSOs). Recently, rotating gaseous structures and Keplerian disks have been detected around several massive (M > 8 M⊙) YSOs (MYSOs)1,2,3,4, including several disk-jet systems5,6,7. All the known MYSO systems are in the Milky Way, and all are embedded in their natal material. Here we report the detection of a rotating gaseous structure around an extragalactic MYSO in the Large Magellanic Cloud. The gas motion indicates that there is a radial flow of material falling from larger scales onto a central disk-like structure. The latter exhibits signs of Keplerian rotation, so that there is a rotating toroid feeding an accretion disk and thus the growth of the central star. The system is in almost all aspects comparable to Milky Way high-mass YSOs accreting gas from a Keplerian disk. The key difference between this source and its Galactic counterparts is that it is optically revealed rather than being deeply embedded in its natal material as is expected of such a massive young star. We suggest that this is the consequence of the star having formed in a low-metallicity and low-dust content environment. Thus, these results provide important constraints for models of the formation and evolution of massive stars and their circumstellar disks.",39.16,13.6,14.85,15.8,16.1,13.81,15.0,10.51,14.0,NEUTRAL,0.5438551902770996,LABELING,0.41604751348495483
106,"Remote collaboration fuses fewer breakthrough ideas Theories of innovation emphasize the role of social networks and teams as facilitators of breakthrough discoveries1,2,3,4. Around the world, scientists and inventors are more plentiful and interconnected today than ever before4. However, although there are more people making discoveries, and more ideas that can be reconfigured in new ways, research suggests that new ideas are getting harder to find5,6—contradicting recombinant growth theory7,8. Here we shed light on this apparent puzzle. Analysing 20 million research articles and 4 million patent applications from across the globe over the past half-century, we begin by documenting the rise of remote collaboration across cities, underlining the growing interconnectedness of scientists and inventors globally. We further show that across all fields, periods and team sizes, researchers in these remote teams are consistently less likely to make breakthrough discoveries relative to their on-site counterparts. Creating a dataset that allows us to explore the division of labour in knowledge production within teams and across space, we find that among distributed team members, collaboration centres on late-stage, technical tasks involving more codified knowledge. Yet they are less likely to join forces in conceptual tasks—such as conceiving new ideas and designing research—when knowledge is tacit9. We conclude that despite striking improvements in digital technology in recent years, remote teams are less likely to integrate the knowledge of their members to produce new, disruptive ideas.",28.57,15.6,17.54,16.5,19.6,16.95,14.2,11.15,17.0,BIASED,0.5349409580230713,LABELING,0.38214370608329773
107,"HIV-1 Env trimers asymmetrically engage CD4 receptors in membranes Human immunodeficiency virus 1 (HIV-1) infection is initiated by binding of the viral envelope glycoprotein (Env) to the cell-surface receptor CD41,2,3,4. Although high-resolution structures of Env in a complex with the soluble domains of CD4 have been determined, the binding process is less understood in native membranes5,6,7,8,9,10,11,12,13. Here we used cryo-electron tomography to monitor Env–CD4 interactions at the membrane–membrane interfaces formed between HIV-1 and CD4-presenting virus-like particles. Env–CD4 complexes organized into clusters and rings, bringing the opposing membranes closer together. Env–CD4 clustering was dependent on capsid maturation. Subtomogram averaging and classification revealed that Env bound to one, two and finally three CD4 molecules, after which Env adopted an open state. Our data indicate that asymmetric HIV-1 Env trimers bound to one and two CD4 molecules are detectable intermediates during virus binding to host cell membranes, which probably has consequences for antibody-mediated immune responses and vaccine immunogen design.",23.46,15.5,18.15,17.1,19.7,18.4,13.5,13.14,18.0,NEUTRAL,0.5766193270683289,LABELING,0.4894363284111023
108,"Sequential appetite suppression by oral and visceral feedback to the brainstem The termination of a meal is controlled by dedicated neural circuits in the caudal brainstem. A key challenge is to understand how these circuits transform the sensory signals generated during feeding into dynamic control of behaviour. The caudal nucleus of the solitary tract (cNTS) is the first site in the brain where many meal-related signals are sensed and integrated1,2,3,4, but how the cNTS processes ingestive feedback during behaviour is unknown. Here we describe how prolactin-releasing hormone (PRLH) and GCG neurons, two principal cNTS cell types that promote non-aversive satiety, are regulated during ingestion. PRLH neurons showed sustained activation by visceral feedback when nutrients were infused into the stomach, but these sustained responses were substantially reduced during oral consumption. Instead, PRLH neurons shifted to a phasic activity pattern that was time-locked to ingestion and linked to the taste of food. Optogenetic manipulations revealed that PRLH neurons control the duration of seconds-timescale feeding bursts, revealing a mechanism by which orosensory signals feed back to restrain the pace of ingestion. By contrast, GCG neurons were activated by mechanical feedback from the gut, tracked the amount of food consumed and promoted satiety that lasted for tens of minutes. These findings reveal that sequential negative feedback signals from the mouth and gut engage distinct circuits in the caudal brainstem, which in turn control elements of feeding behaviour operating on short and long timescales.",36.02,14.8,16.67,15.9,19.1,15.9,17.25,11.17,16.0,BIASED,0.5126226544380188,LABELING,0.5440486073493958
109,"Structural insights into intron catalysis and dynamics during splicing The group II intron ribonucleoprotein is an archetypal splicing system with numerous mechanistic parallels to the spliceosome, including excision of lariat introns1,2. Despite the importance of branching in RNA metabolism, structural understanding of this process has remained elusive. Here we present a comprehensive analysis of three single-particle cryogenic electron microscopy structures captured along the splicing pathway. They reveal the network of molecular interactions that specifies the branchpoint adenosine and positions key functional groups to catalyse lariat formation and coordinate exon ligation. The structures also reveal conformational rearrangements of the branch helix and the mechanism of splice site exchange that facilitate the transition from branching to ligation. These findings shed light on the evolution of splicing and highlight the conservation of structural components, catalytic mechanism and dynamical strategies retained through time in premessenger RNA splicing machines.",13.28,17.4,19.6,17.7,21.3,20.37,15.6,12.61,18.0,BIASED,0.6190995573997498,NO DISTORTION,0.44773536920547485
110,"Phages overcome bacterial immunity via diverse anti-defence proteins It was recently shown that bacteria use, apart from CRISPR–Cas and restriction systems, a considerable diversity of phage resistance systems1,2,3,4, but it is largely unknown how phages cope with this multilayered bacterial immunity. Here we analysed groups of closely related Bacillus phages that showed differential sensitivity to bacterial defence systems, and discovered four distinct families of anti-defence proteins that inhibit the Gabija, Thoeris and Hachiman systems. We show that these proteins Gad1, Gad2, Tad2 and Had1 efficiently cancel the defensive activity when co-expressed with the respective defence system or introduced into phage genomes. Homologues of these anti-defence proteins are found in hundreds of phages that infect taxonomically diverse bacterial species. We show that the anti-Gabija protein Gad1 blocks the ability of the Gabija defence complex to cleave phage-derived DNA. Our data further reveal that the anti-Thoeris protein Tad2 is a ‘sponge’ that sequesters the immune signalling molecules produced by Thoeris TIR-domain proteins in response to phage infection. Our results demonstrate that phages encode an arsenal of anti-defence proteins that can disable a variety of bacterial defence mechanisms.",27.76,15.9,17.05,17.3,20.4,17.35,26.0,12.37,17.0,NEUTRAL,0.5879913568496704,LABELING,0.3922889530658722
111,"Repeated Omicron exposures override ancestral SARS-CoV-2 immune imprinting The continuing emergence of SARS-CoV-2 variants highlights the need to update COVID-19 vaccine compositions. However, immune imprinting induced by vaccination based on the ancestral (hereafter referred to as WT) strain would compromise the antibody response to Omicron-based boosters1,2,3,4,5. Vaccination strategies to counter immune imprinting are critically needed. Here we investigated the degree and dynamics of immune imprinting in mouse models and human cohorts, especially focusing on the role of repeated Omicron stimulation. In mice, the efficacy of single Omicron boosting is heavily limited when using variants that are antigenically distinct from WT—such as the XBB variant—and this concerning situation could be mitigated by a second Omicron booster. Similarly, in humans, repeated Omicron infections could alleviate WT vaccination-induced immune imprinting and generate broad neutralization responses in both plasma and nasal mucosa. Notably, deep mutational scanning-based epitope characterization of 781 receptor-binding domain (RBD)-targeting monoclonal antibodies isolated from repeated Omicron infection revealed that double Omicron exposure could induce a large proportion of matured Omicron-specific antibodies that have distinct RBD epitopes to WT-induced antibodies. Consequently, immune imprinting was largely mitigated, and the bias towards non-neutralizing epitopes observed in single Omicron exposures was restored. On the basis of the deep mutational scanning profiles, we identified evolution hotspots of XBB.1.5 RBD and demonstrated that these mutations could further boost the immune-evasion capability of XBB.1.5 while maintaining high ACE2-binding affinity. Our findings suggest that the WT component should be abandoned when updating COVID-19 vaccines, and individuals without prior Omicron exposure should receive two updated vaccine boosters.",15.91,16.4,16.81,17.3,20.4,19.9,15.6,12.19,17.0,BIASED,0.7667251229286194,LABELING,0.38320392370224
112,"Trans-vaccenic acid reprograms CD8+ T cells and anti-tumour immunity Diet-derived nutrients are inextricably linked to human physiology by providing energy and biosynthetic building blocks and by functioning as regulatory molecules. However, the mechanisms by which circulating nutrients in the human body influence specific physiological processes remain largely unknown. Here we use a blood nutrient compound library-based screening approach to demonstrate that dietary trans-vaccenic acid (TVA) directly promotes effector CD8+ T cell function and anti-tumour immunity in vivo. TVA is the predominant form of trans-fatty acids enriched in human milk, but the human body cannot produce TVA endogenously1. Circulating TVA in humans is mainly from ruminant-derived foods including beef, lamb and dairy products such as milk and butter2,3, but only around 19% or 12% of dietary TVA is converted to rumenic acid by humans or mice, respectively4,5. Mechanistically, TVA inactivates the cell-surface receptor GPR43, an immunomodulatory G protein-coupled receptor activated by its short-chain fatty acid ligands6,7,8. TVA thus antagonizes the short-chain fatty acid agonists of GPR43, leading to activation of the cAMP–PKA–CREB axis for enhanced CD8+ T cell function. These findings reveal that diet-derived TVA represents a mechanism for host-extrinsic reprogramming of CD8+ T cells as opposed to the intrahost gut microbiota-derived short-chain fatty acids. TVA thus has translational potential for the treatment of tumours.",21.94,16.1,17.56,17.4,19.2,17.18,16.2,12.12,17.0,NEUTRAL,0.5288125276565552,LABELING,0.4231695234775543
113,"Porin-independent accumulation in Pseudomonas enables antibiotic discovery Gram-negative antibiotic development has been hindered by a poor understanding of the types of compounds that can accumulate within these bacteria1,2. The presence of efflux pumps and substrate-specific outer-membrane porins in Pseudomonas aeruginosa renders this pathogen particularly challenging3. As a result, there are few antibiotic options for P. aeruginosa infections4 and its many porins have made the prospect of discovering general accumulation guidelines seem unlikely5. Here we assess the whole-cell accumulation of 345 diverse compounds in P. aeruginosa and Escherichia coli. Although certain positively charged compounds permeate both bacterial species, P. aeruginosa is more restrictive compared to E. coli. Computational analysis identified distinct physicochemical properties of small molecules that specifically correlate with P. aeruginosa accumulation, such as formal charge, positive polar surface area and hydrogen bond donor surface area. Mode of uptake studies revealed that most small molecules permeate P. aeruginosa using a porin-independent pathway, thus enabling discovery of general P. aeruginosa accumulation trends with important implications for future antibiotic development. Retrospective antibiotic examples confirmed these trends and these discoveries were then applied to expand the spectrum of activity of a gram-positive-only antibiotic, fusidic acid, into a version that demonstrates a dramatic improvement in antibacterial activity against P. aeruginosa. We anticipate that these discoveries will facilitate the design and development of high-permeating antipseudomonals.",14.25,14.9,13.52,15.6,17.4,19.94,11.142857142857142,11.54,12.0,BIASED,0.5401815176010132,LABELING,0.4010687470436096
114,"Structural basis of Gabija anti-phage defence and viral immune evasion Bacteria encode hundreds of diverse defence systems that protect them from viral infection and inhibit phage propagation1,2,3,4,5. Gabija is one of the most prevalent anti-phage defence systems, occurring in more than 15% of all sequenced bacterial and archaeal genomes1,6,7, but the molecular basis of how Gabija defends cells from viral infection remains poorly understood. Here we use X-ray crystallography and cryo-electron microscopy (cryo-EM) to define how Gabija proteins assemble into a supramolecular complex of around 500 kDa that degrades phage DNA. Gabija protein A (GajA) is a DNA endonuclease that tetramerizes to form the core of the anti-phage defence complex. Two sets of Gabija protein B (GajB) dimers dock at opposite sides of the complex and create a 4:4 GajA–GajB assembly (hereafter, GajAB) that is essential for phage resistance in vivo. We show that a phage-encoded protein, Gabija anti-defence 1 (Gad1), directly binds to the Gabija GajAB complex and inactivates defence. A cryo-EM structure of the virally inhibited state shows that Gad1 forms an octameric web that encases the GajAB complex and inhibits DNA recognition and cleavage. Our results reveal the structural basis of assembly of the Gabija anti-phage defence complex and define a unique mechanism of viral immune evasion.",36.32,14.7,15.28,14.2,17.9,14.16,16.0,11.63,15.0,NEUTRAL,0.6061349511146545,LABELING,0.3326644003391266
115,"Imaging quantum oscillations and millitesla pseudomagnetic fields in graphene The exceptional control of the electronic energy bands in atomically thin quantum materials has led to the discovery of several emergent phenomena1. However, at present there is no versatile method for mapping the local band structure in advanced two-dimensional materials devices in which the active layer is commonly embedded in the insulating layers and metallic gates. Using a scanning superconducting quantum interference device, here we image the de Haas–van Alphen quantum oscillations in a model system, the Bernal-stacked trilayer graphene with dual gates, which shows several highly tunable bands2,3,4. By resolving thermodynamic quantum oscillations spanning more than 100 Landau levels in low magnetic fields, we reconstruct the band structure and its evolution with the displacement field with excellent precision and nanoscale spatial resolution. Moreover, by developing Landau-level interferometry, we show shear-strain-induced pseudomagnetic fields and map their spatial dependence. In contrast to artificially induced large strain, which leads to pseudomagnetic fields of hundreds of tesla5,6,7, we detect naturally occurring pseudomagnetic fields as low as 1 mT corresponding to graphene twisting by 1 millidegree, two orders of magnitude lower than the typical angle disorder in twisted bilayer graphene8,9,10,11. This ability to resolve the local band structure and strain at the nanoscale level enables the characterization and use of tunable band engineering in practical van der Waals devices.",13.62,19.3,20.48,19.0,23.4,18.05,24.666666666666668,13.05,19.0,BIASED,0.6976950168609619,LABELING,0.41359540820121765
116,"Structural insights into cytokine cleavage by inflammatory caspase-4 Inflammatory caspases are key enzymes in mammalian innate immunity that control the processing and release of interleukin-1 (IL-1)-family cytokines1,2. Despite the biological importance, the structural basis for inflammatory caspase-mediated cytokine processing has remained unclear. To date, catalytic cleavage of IL-1-family members, including pro-IL-1β and pro-IL-18, has been attributed primarily to caspase-1 activities within canonical inflammasomes3. Here we demonstrate that the lipopolysaccharide receptor caspase-4 from humans and other mammalian species (except rodents) can cleave pro-IL-18 with an efficiency similar to pro-IL-1β and pro-IL-18 cleavage by the prototypical IL-1-converting enzyme caspase-1. This ability of caspase-4 to cleave pro-IL-18, combined with its previously defined ability to cleave and activate the lytic pore-forming protein gasdermin D (GSDMD)4,5, enables human cells to bypass the need for canonical inflammasomes and caspase-1 for IL-18 release. The structure of the caspase-4–pro-IL-18 complex determined using cryogenic electron microscopy reveals that pro-lL-18 interacts with caspase-4 through two distinct interfaces: a protease exosite and an interface at the caspase-4 active site involving residues in the pro-domain of pro-IL-18, including the tetrapeptide caspase-recognition sequence6. The mechanisms revealed for cytokine substrate capture and cleavage differ from those observed for the caspase substrate GSDMD7,8. These findings provide a structural framework for the discussion of caspase activities in health and disease.",18.89,17.3,17.64,17.1,23.5,20.19,15.6,12.71,18.0,NEUTRAL,0.6963242292404175,LABELING,0.4825616180896759
